c0_x,c0_o,c1_x,c1_o,c2_x,c2_o,c3_x,c3_o,c4_x,c4_o,c5_x,c5_o,c6_x,c6_o,c7_x,c7_o,c8_x,c8_o,label
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,O
0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,en_cours
0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,O
0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,O
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,O
0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,O
0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,O
0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,O
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,X
0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,O
0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,O
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,O
0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,O
0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,X
0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,en_cours
0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,X
0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,X
0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,en_cours
0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,X
0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,en_cours
0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,en_cours
0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,en_cours
0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,en_cours
0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,X
0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,X
0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,X
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,X
0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,X
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,X
0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,X
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,O
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,X
0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,X
0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,en_cours
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,en_cours
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,en_cours
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,en_cours
0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,X
0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,X
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,en_cours
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,en_cours
0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,en_cours
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,X
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,O
0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,O
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,O
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,X
0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,X
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,X
0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,O
0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,O
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,en_cours
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,en_cours
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,X
0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,en_cours
0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,X
0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,O
0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,en_cours
0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,O
0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,O
0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,O
0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,en_cours
0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,O
0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,en_cours
0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,O
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,en_cours
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,X
0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,en_cours
1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,X
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,X
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,X
0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,X
0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,O
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,X
0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,X
0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,en_cours
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,en_cours
0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,X
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,en_cours
0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,en_cours
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,en_cours
0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,en_cours
0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,en_cours
0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,en_cours
0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,en_cours
